"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 30 14:49:47 CST 2025","Thu Oct 30 14:49:47 CST 2025","98","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-云策略列表-删除云跟单账号-手动下单",""
"passed","Thu Oct 30 14:49:55 CST 2025","Thu Oct 30 14:49:57 CST 2025","1380","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-VPS数据-验证账号是否下架成功（后9个账号）",""
"passed","Thu Oct 30 14:49:51 CST 2025","Thu Oct 30 14:49:51 CST 2025","106","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-云策略列表-删除云策略账号",""
"passed","Thu Oct 30 14:49:45 CST 2025","Thu Oct 30 14:49:46 CST 2025","1089","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","云策略-云策略列表-删除云跟单账号-手动下单",""
"passed","Thu Oct 30 14:50:46 CST 2025","Thu Oct 30 14:50:46 CST 2025","104","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-云策略列表-删除云策略",""
"passed","Thu Oct 30 14:50:44 CST 2025","Thu Oct 30 14:50:46 CST 2025","1069","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","云策略-云策略列表-删除云策略",""
"passed","Thu Oct 30 14:50:11 CST 2025","Thu Oct 30 14:50:12 CST 2025","1090","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-账号列表-批量删除账号","数据库校验批量删除结果"
"passed","Thu Oct 30 14:49:50 CST 2025","Thu Oct 30 14:49:51 CST 2025","1081","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","云策略-云策略列表-删除云策略账号",""
"passed","Thu Oct 30 14:49:59 CST 2025","Thu Oct 30 14:50:11 CST 2025","11419","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","账号管理-账号列表-批量删除账号","测试批量删除用户接口"
"passed","Thu Oct 30 14:50:52 CST 2025","Thu Oct 30 14:50:53 CST 2025","1475","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","云策略-云策略列表-删除云策略-手动下单",""
"passed","Thu Oct 30 14:50:28 CST 2025","Thu Oct 30 14:50:29 CST 2025","1094","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","平台管理-品种管理-删除品种","测试删除用户接口"
"passed","Thu Oct 30 14:50:37 CST 2025","Thu Oct 30 14:50:38 CST 2025","1098","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","平台管理-品种管理-删除品种2","测试删除用户接口"
"passed","Thu Oct 30 14:49:43 CST 2025","Thu Oct 30 14:49:44 CST 2025","1092","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","云策略-云策略列表-删除云跟单账号",""
"passed","Thu Oct 30 14:50:29 CST 2025","Thu Oct 30 14:50:29 CST 2025","156","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-品种管理-删除品种",""
"passed","Thu Oct 30 14:49:57 CST 2025","Thu Oct 30 14:49:59 CST 2025","1454","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","跟单软件看板-VPS数据-删除策略账号",""
"passed","Thu Oct 30 14:51:00 CST 2025","Thu Oct 30 14:51:00 CST 2025","105","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-组别列表-删除云策略组别",""
"passed","Thu Oct 30 14:50:38 CST 2025","Thu Oct 30 14:50:38 CST 2025","141","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-品种管理-删除品种2",""
"passed","Thu Oct 30 14:49:44 CST 2025","Thu Oct 30 14:49:44 CST 2025","99","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-云策略列表-删除云跟单账号",""
"passed","Thu Oct 30 14:49:51 CST 2025","Thu Oct 30 14:49:55 CST 2025","3767","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","账号管理-账号列表-批量下架VPS（后9个账号）",""
"passed","Thu Oct 30 14:49:47 CST 2025","Thu Oct 30 14:49:49 CST 2025","2123","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","云策略-云策略列表-删除云策略manager账号",""
"passed","Thu Oct 30 14:50:59 CST 2025","Thu Oct 30 14:51:00 CST 2025","1091","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","账号管理-组别列表-删除云策略组别",""
"passed","Thu Oct 30 14:49:49 CST 2025","Thu Oct 30 14:49:49 CST 2025","100","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-云策略列表-删除云策略manager账号",""
"passed","Thu Oct 30 14:49:59 CST 2025","Thu Oct 30 14:49:59 CST 2025","101","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-VPS数据-删除策略账号",""
"passed","Thu Oct 30 14:50:53 CST 2025","Thu Oct 30 14:50:54 CST 2025","99","test_cloudTrader","test_delete","TestDelete_cloudTrader","","","数据库校验-云策略列表-删除云策略-手动下单",""
