INFO     2025-08-20 17:18:31 [lingkuan_refine.conftest;254]  : [2025-08-20 17:18] 测试会话开始: 2025-08-20 17:18:31, 测试组: cloud
INFO     2025-08-20 17:19:01 [lingkuan_refine.commons.variable_manager;40]  : [2025-08-20 17:18] 成功加载静态变量: VAR\uat_data.json
INFO     2025-08-20 17:19:01 [lingkuan_refine.commons.variable_manager;64]  : [2025-08-20 17:18] 成功加载运行时变量: VAR\runtime_vars_cloud.json
INFO     2025-08-20 17:19:01 [lingkuan_refine.conftest;61]  : [2025-08-20 17:18] 用例 test_cloudTrader/test_create.py::TestCreate_cloudTrader::test_create_importuser 使用默认URL登录: https://uat.atcp.top/api
INFO     2025-08-20 17:19:01 [lingkuan_refine.conftest;83]  : UAT登录尝试 1/3，MFA验证码: 96539
INFO     2025-08-20 17:19:02 [lingkuan_refine.conftest;108]  : UAT登录成功（第1次尝试）
INFO     2025-08-20 17:19:02 [lingkuan_refine.commons.variable_manager;111]  : [2025-08-20 17:18] 运行时变量已保存到: D:\pycharm_test\lingkuan_refine\VAR\runtime_vars_cloud.json
INFO     2025-08-20 17:19:04 [lingkuan_refine.commons.api_base;134]  : [2025-08-20 17:19:04] POST请求（带文件）: /mascontrol/user/import | 表单数据: None
INFO     2025-08-20 17:19:04 [lingkuan_refine.commons.api_base;145]  : [2025-08-20 17:19:04] 请求后等待 1 秒
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.api_base;397]  : [2025-08-20 17:19:05] 执行SQL: SELECT * FROM follow_trader_user WHERE remark = %s ORDER BY account ASC | 参数: ('参数化新增云策略账号',)
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.api_base;400]  : [2025-08-20 17:19:05] 查询成功，结果数量: 10 | SQL: SELECT * FROM follow_trader_user WHERE remark = %s ORDER BY account ASC
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.api_base;411]  : [2025-08-20 17:19:05] 查询结果: [{"id": 5945, "account": "300159", "password": "fa1af751c83d311f091c9393a364068c", "platform_id": 346, "platform": "FXAdamantStone-Real", "account_type": "0", "server_node": "47.238.99.66:443", "group_name": null, "group_id": null, "sort": 100, "status": 0, "remark": "参数化新增云策略账号", "version": 0, "deleted": 0, "creator": 10101, "create_time": "2025-08-20 17:19:02", "updater": 10101, "update_time": "2025-08-20 17:19:02"}, {"id": 5940, "account": "300160", "password": "fa1af751c83d311f091c9393a364068c", "platform_id": 346, "platform": "FXAdamantStone-Real", "account_type": "0", "server_node": "47.238.99.66:443", "group_name": null, "group_id": null, "sort": 100, "status": 0, "remark": "参数化新增云策略账号", "version": 0, "deleted": 0, "creator": 10101, "create_time": "2025-08-20 17:19:02", "updater": 10101, "update_time": "2025-08-20 17:19:02"}, {"id": 5942, "account": "300161", "password": "fa1af751c83d311f091c9393a364068c", "platform_id": 346, "platform": "FXAdamantStone-Real", "account_type": "0
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.variable_manager;111]  : [2025-08-20 17:18] 运行时变量已保存到: D:\pycharm_test\lingkuan_refine\VAR\runtime_vars_cloud.json
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.variable_manager;111]  : [2025-08-20 17:18] 运行时变量已保存到: D:\pycharm_test\lingkuan_refine\VAR\runtime_vars_cloud.json
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.variable_manager;111]  : [2025-08-20 17:18] 运行时变量已保存到: D:\pycharm_test\lingkuan_refine\VAR\runtime_vars_cloud.json
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.variable_manager;111]  : [2025-08-20 17:18] 运行时变量已保存到: D:\pycharm_test\lingkuan_refine\VAR\runtime_vars_cloud.json
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.variable_manager;111]  : [2025-08-20 17:18] 运行时变量已保存到: D:\pycharm_test\lingkuan_refine\VAR\runtime_vars_cloud.json
INFO     2025-08-20 17:19:05 [lingkuan_refine.commons.variable_manager;111]  : [2025-08-20 17:18] 运行时变量已保存到: D:\pycharm_test\lingkuan_refine\VAR\runtime_vars_cloud.json
